parent_sku,child_sku,color_tempartore,Wattage_Options
AEL-LTC4,AEL-LTC4-50-SMAM,5000K,"86 Watts"
AEL-LTC4,AEL-LTC4-50-MMAM,5000K,"93 Watts"
AEL-LTC4,AEL-LTC4-50-HMAM,5000K,"112 Watts"
AEL-LTC4,AEL-LTC4-50-SHAM,5000K,"118 Watts"
AEL-LTC4,AEL-LTC4-50-MHAM,5000K,"143 Watts"
AEL-LTC4,AEL-LTC4-50-HHAM,5000K,"179 Watts"
AEL-LTC2,AEL-LTC2-30-SLAM,3000K,"33 Watts"
AEL-LTC2,AEL-LTC2-30-MLAM,3000K,"57 Watts"
AEL-LTC2,AEL-LTC2-30-HLAM,3000K,"80 Watts"
AEL-LTC2,AEL-LTC2-35-SLAM,3500K,"33 Watts"
AEL-LTC2,AEL-LTC2-35-MLAM,3500K,"57 Watts"
AEL-LTC2,AEL-LTC2-35-HLAM,3500K,"80 Watts"
AEL-LTC2,AEL-LTC2-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTC2,AEL-LTC2-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTC2,AEL-LTC2-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTC2,AEL-LTC2-50-SLAM,5000K,"33 Watts"
AEL-LTC2,AEL-LTC2-50-MLAM,5000K,"57 Watts"
AEL-LTC2,AEL-LTC2-50-HLAM,5000K,"80 Watts"
AEL-LTC1,AEL-LTC1-30-SLAM,3000K,"33 Watts"
AEL-LTC1,AEL-LTC1-30-MLAM,3000K,"57 Watts"
AEL-LTC1,AEL-LTC1-30-HLAM,3000K,"80 Watts"
AEL-LTC1,AEL-LTC1-35-SLAM,3500K,"33 Watts"
AEL-LTC1,AEL-LTC1-35-MLAM,3500K,"57 Watts"
AEL-LTC1,AEL-LTC1-35-HLAM,3500K,"80 Watts"
AEL-LTC1,AEL-LTC1-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTC1,AEL-LTC1-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTC1,AEL-LTC1-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTC1,AEL-LTC1-50-SLAM,5000K,"33 Watts"
AEL-LTC1,AEL-LTC1-50-MLAM,5000K,"57 Watts"
AEL-LTC1,AEL-LTC1-50-HLAM,5000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-SLAM-SMS,3000K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-30-SLAM-12EBL,3000K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-30-SLAM-FK24,3000K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-30-SLAM-FW,3000K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-30-SLAM-OC4EX,3000K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-30-MLAM-SMS,3000K,"57 Watts"
AEL-LTRB4,AEL-LTRB4-30-MLAM-12EBL,3000K,"57 Watts"
AEL-LTRB4,AEL-LTRB4-30-MLAM-FK24,3000K,"57 Watts"
AEL-LTRB4,AEL-LTRB4-30-MLAM-FW,3000K,"57 Watts"
AEL-LTRB4,AEL-LTRB4-30-MLAM-OC4EX,3000K,"57 Watts"
AEL-LTRB4,AEL-LTRB4-30-HLAM-SMS,3000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-HLAM-12EBL,3000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-HLAM-FK24,3000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-HLAM-FW,3000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-HLAM-OC4EX,3000K,"80 Watts"
AEL-LTRB4,AEL-LTRB4-30-SMAM-SMS,3000K,"86 Watts"
AEL-LTRB4,AEL-LTRB4-30-SMAM-12EBL,3000K,"86 Watts"
AEL-LTRB4,AEL-LTRB4-30-SMAM-FK24,3000K,"86 Watts"
AEL-LTRB4,AEL-LTRB4-30-SMAM-FW,3000K,"86 Watts"
AEL-LTRB4,AEL-LTRB4-30-SMAM-OC4EX,3000K,"86 Watts"
AEL-LTRB4,AEL-LTRB4-30-MMAM-SMS,3000K,"93 Watts"
AEL-LTRB4,AEL-LTRB4-30-MMAM-12EBL,3000K,"93 Watts"
AEL-LTRB4,AEL-LTRB4-30-MMAM-FK24,3000K,"93 Watts"
AEL-LTRB4,AEL-LTRB4-30-MMAM-FW,3000K,"93 Watts"
AEL-LTRB4,AEL-LTRB4-30-MMAM-OC4EX,3000K,"93 Watts"
AEL-LTRB4,AEL-LTRB4-30-HMAM-SMS,3000K,"112 Watts"
AEL-LTRB4,AEL-LTRB4-30-HMAM-12EBL,3000K,"112 Watts"
AEL-LTRB4,AEL-LTRB4-30-HMAM-FK24,3000K,"112 Watts"
AEL-LTRB4,AEL-LTRB4-30-HMAM-FW,3000K,"112 Watts"
AEL-LTRB4,AEL-LTRB4-30-HMAM-OC4EX,3000K,"112 Watts"
AEL-LTRB4,AEL-LTRB4-30-SHAM-SMS,3000K,"118 Watts"
AEL-LTRB4,AEL-LTRB4-30-SHAM-12EBL,3000K,"118 Watts"
AEL-LTRB4,AEL-LTRB4-30-SHAM-FK24,3000K,"118 Watts"
AEL-LTRB4,AEL-LTRB4-30-SHAM-FW,3000K,"118 Watts"
AEL-LTRB4,AEL-LTRB4-30-SHAM-OC4EX,3000K,"118 Watts"
AEL-LTRB4,AEL-LTRB4-30-MHAM-SMS,3000K,"143 Watts"
AEL-LTRB4,AEL-LTRB4-30-MHAM-12EBL,3000K,"143 Watts"
AEL-LTRB4,AEL-LTRB4-30-MHAM-FK24,3000K,"143 Watts"
AEL-LTRB4,AEL-LTRB4-30-MHAM-FW,3000K,"143 Watts"
AEL-LTRB4,AEL-LTRB4-30-MHAM-OC4EX,3000K,"143 Watts"
AEL-LTRB4,AEL-LTRB4-30-HHAM-SMS,3000K,"179 Watts"
AEL-LTRB4,AEL-LTRB4-30-HHAM-12EBL,3000K,"179 Watts"
AEL-LTRB4,AEL-LTRB4-30-HHAM-FK24,3000K,"179 Watts"
AEL-LTRB4,AEL-LTRB4-30-HHAM-FW,3000K,"179 Watts"
AEL-LTRB4,AEL-LTRB4-30-HHAM-OC4EX,3000K,"179 Watts"
AEL-LTRB4,AEL-LTRB4-35-SLAM-SMS,3500K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-35-SLAM-12EBL,3500K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-35-SLAM-FK24,3500K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-35-SLAM-FW,3500K,"33 Watts"
AEL-LTRB4,AEL-LTRB4-35-SLAM-OC4EX,3500K,"33 Watts"
AEL-LTRB2,AEL-LTRB2-30-SLAM,3000K,"33 Watts"
AEL-LTRB2,AEL-LTRB2-30-MLAM,3000K,"57 Watts"
AEL-LTRB2,AEL-LTRB2-30-HLAM,3000K,"80 Watts"
AEL-LTRB2,AEL-LTRB2-35-SLAM,3500K,"33 Watts"
AEL-LTRB2,AEL-LTRB2-35-MLAM,3500K,"57 Watts"
AEL-LTRB2,AEL-LTRB2-35-HLAM,3500K,"80 Watts"
AEL-LTRB2,AEL-LTRB2-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTRB2,AEL-LTRB2-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTRB2,AEL-LTRB2-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTRB2,AEL-LTRB2-50-SLAM,5000K,"33 Watts"
AEL-LTRB2,AEL-LTRB2-50-MLAM,5000K,"57 Watts"
AEL-LTRB2,AEL-LTRB2-50-HLAM,5000K,"80 Watts"
AEL-LTRB1,AEL-LTRB1-30-SLAM,3000K,"33 Watts"
AEL-LTRB1,AEL-LTRB1-30-MLAM,3000K,"57 Watts"
AEL-LTRB1,AEL-LTRB1-30-HLAM,3000K,"80 Watts"
AEL-LTRB1,AEL-LTRB1-35-SLAM,3500K,"33 Watts"
AEL-LTRB1,AEL-LTRB1-35-MLAM,3500K,"57 Watts"
AEL-LTRB1,AEL-LTRB1-35-HLAM,3500K,"80 Watts"
AEL-LTRB1,AEL-LTRB1-40-SLAM,"4000K (Standard)","33 Watts"
AEL-LTRB1,AEL-LTRB1-40-MLAM,"4000K (Standard)","57 Watts"
AEL-LTRB1,AEL-LTRB1-40-HLAM,"4000K (Standard)","80 Watts"
AEL-LTRB1,AEL-LTRB1-50-SLAM,5000K,"33 Watts"
AEL-LTRB1,AEL-LTRB1-50-MLAM,5000K,"57 Watts"
AEL-LTRB1,AEL-LTRB1-50-HLAM,5000K,"80 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-30K,3000K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-35K,3500K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-40K,4000K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N110W14000LA10DMV-50K,5000K,"110 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-30K,3000K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-35K,3500K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-40K,4000K,"144 Watts"
TF-HBCA48L,TF-HBCA48L-N144W20000LA10DMV-50K,5000K,"144 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-30K,3000K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-35K,3500K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-40K,4000K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N162W22000LA10DMV-50K,5000K,"162 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-30K,3000K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-35K,3500K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-40K,4000K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N220W27000LA10DMV-50K,5000K,"220 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-30K,3000K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-35K,3500K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-40K,4000K,"288 Watts"
TF-HBCA96L,TF-HBCA96L-N288W35000LA10DMV-50K,5000K,"288 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-WH,3000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-BK,3000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-830-(ZT)DOB-SI,3000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-WH,3500K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-BK,3500K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-835-(ZT)DOB-SI,3500K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-WH,4000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-BK,4000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-13-840-(ZT)DOB-SI,4000K,"13 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-WH,3000K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-BK,3000K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-830-(ZT)DOB-SI,3000K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-WH,3500K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-BK,3500K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-835-(ZT)DOB-SI,3500K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-WH,4000K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-BK,4000K,"17 Watts"
LT-WCED-3D-DOB,LT-WCED-3D-17-840-(ZT)DOB-SI,4000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-WH,3000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-BK,3000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-830(ZT)DOB-SI,3000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-WH,3500K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-BK,3500K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-835(ZT)DOB-SI,3500K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-WH,4000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-BK,4000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-13-840(ZT)DOB-SI,4000K,"13 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-WH,3000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-BK,3000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-830(ZT)DOB-SI,3000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-WH,3500K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-BK,3500K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-835(ZT)DOB-SI,3500K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-WH,4000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-BK,4000K,"17 Watts"
LT-WCED-3UD-DOB,LT-WCED-3UD-17-840(ZT)DOB-SI,4000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-WH,3000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-BK,3000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-830-(ZT)DOB-SI,3000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-WH,3500K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-BK,3500K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-835-(ZT)DOB-SI,3500K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-WH,4000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-BK,4000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-13-840-(ZT)DOB-SI,4000K,"13 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-WH,3000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-BK,3000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-830-(ZT)DOB-SI,3000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-WH,3500K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-BK,3500K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-835-(ZT)DOB-SI,3500K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-WH,4000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-BK,4000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-17-840-(ZT)DOB-SI,4000K,"17 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-WH,3000K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-BK,3000K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-830-(ZT)DOB-SI,3000K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-835-(ZT)DOB-WH,3500K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-835-(ZT)DOB-BK,3500K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-835-(ZT)DOB-SI,3500K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-840-(ZT)DOB-WH,4000K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-840-(ZT)DOB-BK,4000K,"27 Watts"
LT-WCED-4D-DOB,LT-WCED-4D-27-840-(ZT)DOB-SI,4000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-830-(ZT)DOB-WH,3000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-830-(ZT)DOB-BK,3000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-830-(ZT)DOB-SI,3000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-835-(ZT)DOB-WH,3500K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-835-(ZT)DOB-BK,3500K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-835-(ZT)DOB-SI,3500K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-840-(ZT)DOB-WH,4000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-840-(ZT)DOB-BK,4000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-13-840-(ZT)DOB-SI,4000K,"13 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-830-(ZT)DOB-WH,3000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-830-(ZT)DOB-BK,3000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-830-(ZT)DOB-SI,3000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-835-(ZT)DOB-WH,3500K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-835-(ZT)DOB-BK,3500K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-835-(ZT)DOB-SI,3500K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-840-(ZT)DOB-WH,4000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-840-(ZT)DOB-BK,4000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-17-840-(ZT)DOB-SI,4000K,"17 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-830-(ZT)DOB-WH,3000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-830-(ZT)DOB-BK,3000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-830-(ZT)DOB-SI,3000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-835-(ZT)DOB-WH,3500K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-835-(ZT)DOB-BK,3500K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-835-(ZT)DOB-SI,3500K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-840-(ZT)DOB-WH,4000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-840-(ZT)DOB-BK,4000K,"27 Watts"
LT-WCED-4DC,LT-WCED-4DC-27-840-(ZT)DOB-SI,4000K,"27 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-827-UTD-WH,2700K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-827-UTD-BK,2700K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-827-UTD-BR,2700K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-827-UTD-SI,2700K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-830-UTD-WH,3000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-830-UTD-BK,3000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-830-UTD-BR,3000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-830-UTD-SI,3000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-835-UTD-WH,3500K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-835-UTD-BK,3500K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-835-UTD-BR,3500K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-835-UTD-SI,3500K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-840-UTD-WH,4000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-840-UTD-BK,4000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-840-UTD-BR,4000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-14-840-UTD-SI,4000K,"14 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-827-UTD-WH,2700K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-827-UTD-BK,2700K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-827-UTD-BR,2700K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-827-UTD-SI,2700K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-830-UTD-WH,3000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-830-UTD-BK,3000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-830-UTD-BR,3000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-830-UTD-SI,3000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-835-UTD-WH,3500K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-835-UTD-BK,3500K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-835-UTD-BR,3500K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-835-UTD-SI,3500K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-840-UTD-WH,4000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-840-UTD-BK,4000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-840-UTD-BR,4000K,"22 Watts"
LT-LEDH-SR5C-UTD,LT-LEDH-SR5C-G2-22-840-UTD-SI,4000K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-827-UZTD-WH,2700K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-827-UZTD-BK,2700K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-827-UZTD-BR,2700K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-827-UZTD-SI,2700K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-830-UZTD-WH,3000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-830-UZTD-BK,3000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-830-UZTD-BR,3000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-830-UZTD-SI,3000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-835-UZTD-WH,3500K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-835-UZTD-BK,3500K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-835-UZTD-BR,3500K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-835-UZTD-SI,3500K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-840-UZTD-WH,4000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-840-UZTD-BK,4000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-840-UZTD-BR,4000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-10-840-UZTD-SI,4000K,"10 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-827-UZTD-WH,2700K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-827-UZTD-BK,2700K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-827-UZTD-BR,2700K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-827-UZTD-SI,2700K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-830-UZTD-WH,3000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-830-UZTD-BK,3000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-830-UZTD-BR,3000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-830-UZTD-SI,3000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-835-UZTD-WH,3500K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-835-UZTD-BK,3500K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-835-UZTD-BR,3500K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-835-UZTD-SI,3500K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-840-UZTD-WH,4000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-840-UZTD-BK,4000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-840-UZTD-BR,4000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-14-840-UZTD-SI,4000K,"14 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-827-UZTD-WH,2700K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-827-UZTD-BL,2700K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-827-UZTD-BR,2700K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-827-UZTD-SI,2700K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-830-UZTD-WH,3000K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-830-UZTD-BL,3000K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-830-UZTD-BR,3000K,"22 Watts"
LT-LEDH-SR5C-UZTD,LT-LEDH-SR5C-G2-22-830-UZTD-SI,3000K,"22 Watts"
